"Substrate","ChEBI","TCNumber","InChI"
"electron","CHEBI:10545","5.A.1.2.6",NA
"electron","CHEBI:10545","5.A.1.5.1",NA
"electron","CHEBI:10545","5.A.3.7.1",NA
"electron","CHEBI:10545","5.A.2.1.2",NA
"electron","CHEBI:10545","1.B.78.1.5",NA
"electron","CHEBI:10545","5.B.5.1.4",NA
"electron","CHEBI:10545","3.D.12.1.1",NA
"electron","CHEBI:10545","5.B.1.3.1",NA
"electron","CHEBI:10545","2.A.89.2.1",NA
"electron","CHEBI:10545","5.B.1.5.2",NA
"electron","CHEBI:10545","5.B.7.2.1",NA
"electron","CHEBI:10545","1.B.78.1.2",NA
"electron","CHEBI:10545","5.B.6.1.1",NA
"electron","CHEBI:10545","5.B.5.1.3",NA
"electron","CHEBI:10545","5.B.2.1.4",NA
"electron","CHEBI:10545","5.A.1.4.1",NA
"electron","CHEBI:10545","5.B.9.1.1",NA
"electron","CHEBI:10545","5.B.8.1.3",NA
"electron","CHEBI:10545","5.A.3.6.1",NA
"electron","CHEBI:10545","5.B.1.5.1",NA
"electron","CHEBI:10545","5.B.1.3.2",NA
"electron","CHEBI:10545","5.A.1.2.9",NA
"electron","CHEBI:10545","5.A.1.6.4",NA
"electron","CHEBI:10545","5.B.2.1.6",NA
"electron","CHEBI:10545","5.A.1.1.2",NA
"electron","CHEBI:10545","5.B.4.1.1",NA
"electron","CHEBI:10545","5.B.1.2.1",NA
"electron","CHEBI:10545","5.B.11.1.1",NA
"electron","CHEBI:10545","5.A.3.4.2",NA
"electron","CHEBI:10545","5.B.1.4.2",NA
"electron","CHEBI:10545","5.A.1.2.7",NA
"electron","CHEBI:10545","5.B.1.5.3",NA
"electron","CHEBI:10545","5.A.3.11.2",NA
"electron","CHEBI:10545","3.D.7.1.3",NA
"electron","CHEBI:10545","5.B.5.1.2",NA
"electron","CHEBI:10545","5.B.1.1.9",NA
"electron","CHEBI:10545","5.B.2.1.5",NA
"electron","CHEBI:10545","5.A.1.5.3",NA
"electron","CHEBI:10545","5.B.13.1.1",NA
"electron","CHEBI:10545","5.A.3.1.1",NA
"electron","CHEBI:10545","5.B.1.1.7",NA
"electron","CHEBI:10545","5.B.8.1.1",NA
"electron","CHEBI:10545","5.B.1.4.3",NA
"electron","CHEBI:10545","5.B.1.1.6",NA
"electron","CHEBI:10545","5.A.3.9.1",NA
"electron","CHEBI:10545","5.B.1.1.5",NA
"electron","CHEBI:10545","5.B.8.1.2",NA
"electron","CHEBI:10545","1.B.80.1.1",NA
"electron","CHEBI:10545","5.A.1.6.3",NA
"electron","CHEBI:10545","5.A.1.3.1",NA
"electron","CHEBI:10545","5.A.1.2.5",NA
"electron","CHEBI:10545","5.A.3.11.1",NA
"electron","CHEBI:10545","5.A.3.3.1",NA
"electron","CHEBI:10545","5.A.3.3.2",NA
"electron","CHEBI:10545","2.A.6.6.11",NA
"electron","CHEBI:10545","8.A.88.2.3",NA
"electron","CHEBI:10545","8.A.88.2.1",NA
"electron","CHEBI:10545","5.B.2.1.7",NA
"electron","CHEBI:10545","5.B.15.1.1",NA
"electron","CHEBI:10545","5.A.2.1.1",NA
"electron","CHEBI:10545","5.B.5.2.1",NA
"electron","CHEBI:10545","5.B.9.1.2",NA
"electron","CHEBI:10545","5.B.1.6.1",NA
"electron","CHEBI:10545","5.B.1.1.2",NA
"electron","CHEBI:10545","5.B.2.2.2",NA
"electron","CHEBI:10545","5.A.1.2.3",NA
"electron","CHEBI:10545","5.B.1.1.4",NA
"electron","CHEBI:10545","5.A.1.6.5",NA
"electron","CHEBI:10545","5.A.3.1.2",NA
"electron","CHEBI:10545","5.B.1.1.3",NA
"electron","CHEBI:10545","5.B.5.1.1",NA
"electron","CHEBI:10545","5.B.3.1.1",NA
"electron","CHEBI:10545","9.B.43.1.1",NA
"electron","CHEBI:10545","8.A.88.2.5",NA
"electron","CHEBI:10545","5.B.14.1.1",NA
"electron","CHEBI:10545","5.A.1.2.2",NA
"electron","CHEBI:10545","5.B.12.1.1",NA
"electron","CHEBI:10545","5.A.1.2.1",NA
"electron","CHEBI:10545","1.B.78.1.4",NA
"electron","CHEBI:10545","5.B.2.2.1",NA
"electron","CHEBI:10545","5.B.9.1.3",NA
"electron","CHEBI:10545","1.B.78.1.1",NA
"electron","CHEBI:10545","5.A.3.2.1",NA
"electron","CHEBI:10545","5.A.3.8.2",NA
"electron","CHEBI:10545","5.A.1.1.1",NA
"electron","CHEBI:10545","5.B.7.1.1",NA
"electron","CHEBI:10545","5.B.2.2.3",NA
"electron","CHEBI:10545","5.A.1.6.2",NA
"electron","CHEBI:10545","5.A.1.2.4",NA
"electron","CHEBI:10545","5.A.3.8.1",NA
"electron","CHEBI:10545","3.D.7.1.2",NA
"electron","CHEBI:10545","5.B.1.1.1",NA
"electron","CHEBI:10545","5.A.3.3.3",NA
"electron","CHEBI:10545","5.A.1.2.8",NA
"electron","CHEBI:10545","5.B.6.1.4",NA
"electron","CHEBI:10545","5.B.2.3.2",NA
"electron","CHEBI:10545","3.D.3.5.6",NA
"electron","CHEBI:10545","5.B.9.1.5",NA
"electron","CHEBI:10545","2.A.7.2.4",NA
"electron","CHEBI:10545","5.B.2.2.5",NA
"electron","CHEBI:10545","5.B.2.1.1",NA
"electron","CHEBI:10545","5.B.2.2.4",NA
"electron","CHEBI:10545","5.A.3.5.2",NA
"electron","CHEBI:10545","5.B.2.3.1",NA
"electron","CHEBI:10545","5.B.6.1.3",NA
"electron","CHEBI:10545","5.A.3.4.3",NA
"electron","CHEBI:10545","5.A.1.5.2",NA
"electron","CHEBI:10545","3.D.10.1.8",NA
"electron","CHEBI:10545","5.B.1.1.8",NA
"electron","CHEBI:10545","2.A.6.6.5",NA
"electron","CHEBI:10545","5.B.1.4.1",NA
"ether lipid","CHEBI:64611","3.A.1.204.6",NA
"exopolysaccharide","CHEBI:72813","1.B.18.3.2",NA
"exopolysaccharide","CHEBI:72813","2.A.66.2.8",NA
"exopolysaccharide","CHEBI:72813","2.A.66.2.11",NA
"exopolysaccharide","CHEBI:72813","1.B.18.3.9",NA
"exopolysaccharide","CHEBI:72813","1.B.18.2.2",NA
"exopolysaccharide","CHEBI:72813","2.A.66.6.1",NA
"exopolysaccharide","CHEBI:72813","1.B.18.1.1",NA
"exopolysaccharide","CHEBI:72813","3.A.1.132.1",NA
"exopolysaccharide","CHEBI:72813","2.A.66.12.12",NA
"exopolysaccharide","CHEBI:72813","1.B.18.3.7",NA
"fatty acid","CHEBI:24024","9.A.76.1.5",NA
"fatty acid","CHEBI:24024","9.A.76.1.7",NA
"fatty acid","CHEBI:24024","9.A.76.1.10",NA
"fatty acid","CHEBI:24024","9.A.76.1.8",NA
"fatty acid","CHEBI:24024","1.B.9.1.5",NA
"fatty acid","CHEBI:24024","9.A.76.1.9",NA
"fatty acid","CHEBI:24024","2.A.6.5.15",NA
"fatty acid","CHEBI:24024","9.A.76.1.3",NA
"fatty acid","CHEBI:24024","9.A.76.1.2",NA
"fatty acid","CHEBI:24024","3.A.1.27.6",NA
"fatty acid","CHEBI:35366","3.A.1.211.20",NA
"fatty acid","CHEBI:4984","3.A.1.203.7",NA
"fatty acid","CHEBI:4984","2.A.29.3.1",NA
"fatty acid","CHEBI:4984","4.C.1.1.14",NA
"fatty acid","CHEBI:4984","4.C.1.1.7",NA
"fatty acid","CHEBI:4984","4.C.1.1.10",NA
"fatty acid","CHEBI:4984","2.A.118.1.4",NA
"fatty acid","CHEBI:4984","4.C.1.1.1",NA
"fatty acid","CHEBI:4984","2.A.29.4.3",NA
"fatty acid","CHEBI:4984","4.C.1.1.2",NA
"fatty acid","CHEBI:4984","4.C.1.1.16",NA
"fatty acid","CHEBI:4984","3.A.1.203.11",NA
"fatty acid","CHEBI:4984","4.C.1.1.17",NA
"fatty acid","CHEBI:4984","4.C.1.1.3",NA
"fatty acid","CHEBI:4984","2.A.90.3.3",NA
"fatty acid","CHEBI:4984","2.A.29.3.2",NA
"fatty acid","CHEBI:4984","2.A.126.2.4",NA
"fatty acid","CHEBI:4984","4.C.1.1.4",NA
"fatty acid","CHEBI:4984","2.A.6.2.5",NA
"fatty acid","CHEBI:4984","2.A.126.1.16",NA
"fatty acid","CHEBI:4984","9.A.70.1.1",NA
"fatty acid","CHEBI:4984","4.C.1.1.5",NA
"fatty acid","CHEBI:4984","9.B.39.1.4",NA
"fatty acid","CHEBI:4984","4.C.1.1.13",NA
"fatty acid","CHEBI:4984","4.C.1.1.11",NA
"fatty acid","CHEBI:4984","4.C.1.1.12",NA
"fatty acid","CHEBI:4984","4.C.1.1.8",NA
"fatty acid","CHEBI:4984","4.C.1.1.9",NA
"fatty acid ester","CHEBI:35748","3.A.1.211.26",NA
"fatty acyl-CoA","CHEBI:4987","3.A.1.203.8",NA
"fatty acyl-CoA","CHEBI:4987","3.A.1.203.1",NA
"Fe(III)-complexed hydroxamate siderophore","CHEBI:84688","2.A.1.16.7",NA
"Fe(III)-complexed hydroxamate siderophore","CHEBI:84688","1.B.14.9.6",NA
"Fe(III)-complexed hydroxamate siderophore","CHEBI:84688","3.A.1.14.24",NA
"Fe(III)-complexed siderophore","CHEBI:84734","2.A.1.16.5",NA
"Fe(III)-complexed siderophore","CHEBI:84734","1.B.14.1.30",NA
"Fe(III)-complexed siderophore","CHEBI:84734","1.B.14.1.20",NA
"Fe(III)-complexed siderophore","CHEBI:84734","1.B.14.1.11",NA
"Fe(III)-complexed siderophore","CHEBI:84734","2.A.1.16.6",NA
"Fe(III)-complexed siderophore","CHEBI:84734","2.A.1.19.8",NA
"Fe(III)-complexed siderophore","CHEBI:84734","3.A.1.10.5",NA
"Fe(III)-complexed siderophore","CHEBI:84734","3.A.1.14.1",NA
"Fe(III)-complexed siderophore","CHEBI:84734","1.B.23.1.25",NA
"Fe(III)-complexed siderophore","CHEBI:84734","1.B.14.9.6",NA
"Fe(III)-complexed siderophore","CHEBI:84734","1.B.14.1.12",NA
"Fe(III)-complexed siderophore","CHEBI:84734","1.B.14.1.14",NA
"Fe(III)-complexed siderophore","CHEBI:84734","1.B.14.1.29",NA
"ferricytochrome c","CHEBI:5026","1.A.21.1.2",NA
"flavonoid","CHEBI:47916","2.A.66.1.57",NA
"flavonoid","CHEBI:5077","2.A.1.19.9",NA
"flavonoid","CHEBI:5077","2.A.1.3.18",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.1.2.8",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.1.2.47",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.1.3.3",NA
"fluoroquinolone antibiotic","CHEBI:87211","3.A.1.135.9",NA
"fluoroquinolone antibiotic","CHEBI:87211","1.B.24.1.1",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.1.2.95",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.66.1.47",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.1.2.24",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.66.1.12",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.66.1.13",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.1.2.20",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.66.1.37",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.1.2.34",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.6.2.44",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.6.2.31",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.6.2.15",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.6.2.16",NA
"fluoroquinolone antibiotic","CHEBI:87211","3.A.1.135.8",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.6.2.21",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.6.2.34",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.6.2.33",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.6.2.17",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.6.2.29",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.C.1.1.12",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.6.2.32",NA
"fluoroquinolone antibiotic","CHEBI:87211","2.A.66.1.46",NA
"fructose","CHEBI:5172","4.A.2.1.18",NA
"fructose","CHEBI:5172","1.B.19.1.1",NA
"fructose","CHEBI:5172","4.A.2.1.21",NA
"fructose","CHEBI:5172","2.A.1.1.75",NA
"fructose","CHEBI:5172","2.A.1.1.43",NA
"fructose","CHEBI:5172","3.A.1.1.14",NA
"fructose","CHEBI:5172","4.A.6.1.2",NA
"fructose","CHEBI:5172","2.A.1.1.50",NA
"fructose","CHEBI:5172","2.A.1.2.23",NA
"fructose","CHEBI:5172","4.A.6.1.7",NA
"fructose","CHEBI:5172","2.A.1.2.46",NA
"fructose","CHEBI:5172","2.A.1.7.17",NA
"fructose","CHEBI:28757","2.A.1.2.23",NA
"fructose","CHEBI:28757","2.A.1.1.136",NA
"fructose","CHEBI:28757","2.A.1.1.134",NA
"fructose","CHEBI:28757","2.A.1.2.45",NA
"fructose","CHEBI:5172","2.A.1.1.33",NA
"fructose","CHEBI:5172","2.A.1.1.56",NA
"fructose","CHEBI:5172","4.A.2.1.16",NA
"fructose","CHEBI:5172","4.A.6.1.20",NA
"fructose","CHEBI:5172","4.A.6.1.29",NA
"fructose","CHEBI:5172","4.A.2.1.4",NA
"fructose","CHEBI:5172","4.A.2.1.15",NA
"fructose","CHEBI:5172","4.A.2.1.7",NA
"fructose","CHEBI:5172","3.A.1.2.7",NA
"fructose","CHEBI:5172","4.A.6.1.10",NA
"fructose","CHEBI:5172","4.A.2.1.17",NA
"fructose","CHEBI:5172","4.A.2.1.13",NA
"fructose","CHEBI:5172","2.A.1.1.18",NA
"fructose","CHEBI:5172","4.A.2.1.14",NA
"fructose","CHEBI:5172","4.A.2.1.20",NA
"fructose","CHEBI:5172","2.A.1.1.13",NA
"fructose","CHEBI:5172","2.A.1.1.32",NA
"fructose","CHEBI:5172","4.A.6.4.1",NA
"fructose","CHEBI:5172","4.A.2.1.1",NA
"fructose","CHEBI:5172","4.A.2.1.26",NA
"fructose","CHEBI:5172","2.A.1.2.45",NA
"fructose","CHEBI:5172","4.A.2.1.25",NA
"fructose","CHEBI:5172","3.A.1.1.52",NA
"fructose","CHEBI:5172","4.A.2.1.8",NA
"fructose","CHEBI:5172","2.A.2.4.9",NA
"fucosyl group","CHEBI:62688","4.A.6.1.13",NA
"fumonisin","CHEBI:38224","3.A.1.208.40",NA
"fungicide","CHEBI:24127","2.A.1.3.73",NA
"fungicide","CHEBI:24127","3.A.1.205.7",NA
"galactose","CHEBI:28260","2.A.1.1.136",NA
"galactose","CHEBI:28260","2.A.1.1.134",NA
"galactose","CHEBI:5256","2.A.1.66.1",NA
"galactose","CHEBI:5256","2.A.1.7.2",NA
"galactose","CHEBI:5256","2.A.1.1.56",NA
"galactose","CHEBI:5256","3.A.1.1.13",NA
"galactose","CHEBI:5256","3.A.1.2.5",NA
"galactose","CHEBI:5256","2.A.1.1.43",NA
"galactose","CHEBI:5256","2.A.1.1.1",NA
"galactose","CHEBI:5256","2.A.1.7.7",NA
"galactose","CHEBI:5256","2.A.1.1.124",NA
"galactose","CHEBI:5256","2.A.1.1.135",NA
"galactose","CHEBI:5256","2.A.123.1.10",NA
"galactose","CHEBI:5256","2.A.1.1.55",NA
"galactose","CHEBI:5256","2.A.21.3.2",NA
"galactose","CHEBI:5256","2.A.1.1.6",NA
"galactose","CHEBI:5256","2.A.1.1.9",NA
"galactose","CHEBI:5256","3.A.1.2.3",NA
"galactose","CHEBI:5256","2.A.21.3.9",NA
"galactoside","CHEBI:24163","2.A.1.66.1",NA
"galactoside","CHEBI:24163","2.A.1.20.1",NA
"galactoside","CHEBI:24163","3.A.1.5.31",NA
"GDP-fucose","CHEBI:64608","2.A.7.10.4",NA
"GDP-fucose","CHEBI:64608","2.A.7.16.1",NA
"GDP-fucose","CHEBI:64608","2.A.7.16.2",NA
"gentamycin","CHEBI:24212","2.A.6.2.23",NA
"gentamycin","CHEBI:24212","2.A.6.2.24",NA
"gentamycin","CHEBI:24212","3.A.1.109.4",NA
"gentamycin","CHEBI:24212","2.A.6.2.7",NA
"gentamycin","CHEBI:5306","9.A.30.1.1",NA
"gentamycin","CHEBI:5306","9.A.30.1.2",NA
"glucan","CHEBI:24255","4.A.3.2.10",NA
"glucarate(2-)","CHEBI:14311","2.A.1.14.40",NA
"glucarate(2-)","CHEBI:14311","2.A.1.14.1",NA
"glucitol","CHEBI:30911","4.A.4.1.1",NA
"glucitol","CHEBI:30911","2.A.1.1.123",NA
"glucitol","CHEBI:30911","3.A.1.1.49",NA
"glucitol","CHEBI:30911","4.A.4.1.2",NA
"glucitol","CHEBI:30911","2.A.1.1.122",NA
"glucitol","CHEBI:9201","2.A.1.1.34",NA
"gluconate","CHEBI:24265","4.A.6.1.8",NA
"gluconate","CHEBI:24265","2.A.8.1.8",NA
"gluconate","CHEBI:24265","2.A.1.1.23",NA
"gluconate","CHEBI:24265","2.A.8.1.1",NA
"gluconate","CHEBI:24265","2.A.8.1.11",NA
"gluconate","CHEBI:24265","2.A.49.2.2",NA
"glucooligosaccharide","CHEBI:24268","4.A.3.2.10",NA
"glucose","CHEBI:17234","2.A.1.17.2",NA
"glucose","CHEBI:17234","2.A.1.19.49",NA
"glucose","CHEBI:5418","2.A.1.1.89",NA
"glucose","CHEBI:5418","2.A.1.1.32",NA
"glucose","CHEBI:5418","4.A.1.1.18",NA
"glucose","CHEBI:5418","2.A.1.1.46",NA
"glucose","CHEBI:5418","2.A.1.1.17",NA
"glucose","CHEBI:5418","2.A.1.1.130",NA
"glucose","CHEBI:5418","2.A.1.1.68",NA
"glucose","CHEBI:5418","2.A.1.7.10",NA
"glucose","CHEBI:5418","2.A.123.2.6",NA
"glucose","CHEBI:5418","2.A.123.1.29",NA
"glucose","CHEBI:5418","2.A.1.1.36",NA
"glucose","CHEBI:5418","2.A.1.1.128",NA
"glucose","CHEBI:5418","2.A.1.1.76",NA
"glucose","CHEBI:5418","2.A.1.1.58",NA
"glucose","CHEBI:5418","2.A.1.1.67",NA
"glucose","CHEBI:5418","2.A.1.1.91",NA
"glucose","CHEBI:5418","4.A.1.1.9",NA
"glucose","CHEBI:5418","1.B.94.1.1",NA
"glucose","CHEBI:5418","2.A.1.1.88",NA
"glucose","CHEBI:5418","2.A.123.1.30",NA
"glucose","CHEBI:5418","4.A.6.1.29",NA
"glucose","CHEBI:5418","2.A.1.1.43",NA
"glucose","CHEBI:5418","2.A.1.17.2",NA
"glucose","CHEBI:5418","4.A.1.1.14",NA
"glucose","CHEBI:5418","2.A.1.1.112",NA
"glucose","CHEBI:5418","2.A.1.1.71",NA
"glucose","CHEBI:5418","3.A.1.2.5",NA
"glucose","CHEBI:5418","2.A.1.1.59",NA
"glucose","CHEBI:5418","2.A.1.1.51",NA
"glucose","CHEBI:5418","2.A.1.7.2",NA
"glucose","CHEBI:5418","2.A.21.3.25",NA
"glucose","CHEBI:5418","2.A.1.1.81",NA
"glucose","CHEBI:5418","2.A.123.2.16",NA
"glucose","CHEBI:5418","2.A.1.1.80",NA
"glucose","CHEBI:5418","2.A.29.11.1",NA
"glucose","CHEBI:5418","2.A.1.1.404",NA
"glucose","CHEBI:5418","2.A.29.11.3",NA
"glucose","CHEBI:5418","3.A.1.1.13",NA
"glucose","CHEBI:5418","2.A.1.1.65",NA
"glucose","CHEBI:5418","3.A.1.2.20",NA
"glucose","CHEBI:5418","2.A.7.5.5",NA
"glucose","CHEBI:5418","4.A.6.1.10",NA
"glucose","CHEBI:5418","2.A.1.1.85",NA
"glucose","CHEBI:5418","2.A.21.3.4",NA
"glucose","CHEBI:5418","1.B.79.1.1",NA
"glucose","CHEBI:5418","2.A.1.1.117",NA
"glucose","CHEBI:5418","2.A.21.3.2",NA
"glucose","CHEBI:5418","2.A.1.1.29",NA
"glucose","CHEBI:5418","2.A.1.1.4",NA
"glucose","CHEBI:5418","2.A.1.1.108",NA
"glucose","CHEBI:5418","4.A.6.1.6",NA
"glucose","CHEBI:5418","1.B.24.1.1",NA
"glucose","CHEBI:5418","2.A.1.1.35",NA
"glucose","CHEBI:5418","2.A.1.1.30",NA
"glucose","CHEBI:5418","2.A.2.4.4",NA
"glucose","CHEBI:5418","2.A.123.1.9",NA
"glucose","CHEBI:5418","3.A.1.1.24",NA
"glucose","CHEBI:5418","2.A.1.1.124",NA
"glucose","CHEBI:5418","4.A.1.1.13",NA
"glucose","CHEBI:5418","3.A.1.1.52",NA
"glucose","CHEBI:5418","2.A.7.5.3",NA
"glucose","CHEBI:5418","2.A.1.1.6",NA
"glucose","CHEBI:5418","2.A.1.1.69",NA
"glucose","CHEBI:5418","2.A.1.1.86",NA
"glucose","CHEBI:5418","2.A.1.1.12",NA
"glucose","CHEBI:5418","2.A.1.20.1",NA
"glucose","CHEBI:5418","2.A.21.3.3",NA
"glucose","CHEBI:5418","2.A.7.5.1",NA
"glucose","CHEBI:5418","2.A.1.7.23",NA
"glucose","CHEBI:5418","3.A.1.2.3",NA
"glucose","CHEBI:5418","2.A.1.7.4",NA
"glucose","CHEBI:5418","2.A.1.7.3",NA
"glucose","CHEBI:5418","2.A.1.2.46",NA
"glucose","CHEBI:5418","2.A.1.1.56",NA
"glucose","CHEBI:5418","2.A.1.7.7",NA
"glucose","CHEBI:5418","2.A.1.7.19",NA
"glucose","CHEBI:5418","2.A.21.3.15",NA
"glucose","CHEBI:5418","2.A.1.1.102",NA
"glucose","CHEBI:5418","4.A.1.1.10",NA
"glucose","CHEBI:5418","2.A.1.1.111",NA
"glucose","CHEBI:5418","2.A.1.1.39",NA
"glucose","CHEBI:5418","2.A.1.1.87",NA
"glucose","CHEBI:5418","2.A.1.20.2",NA
"glucose","CHEBI:5418","2.A.1.1.45",NA
"glucose","CHEBI:5418","1.B.19.1.1",NA
"glucose","CHEBI:5418","2.A.1.1.78",NA
"glucose","CHEBI:5418","2.A.1.1.53",NA
"glucose","CHEBI:5418","3.A.1.1.30",NA
"glucose","CHEBI:5418","2.A.1.1.134",NA
"glucose","CHEBI:5418","2.A.1.1.50",NA
"glucose","CHEBI:5418","2.A.123.1.10",NA
"glucose","CHEBI:5418","4.A.6.1.7",NA
"glucose","CHEBI:5418","2.A.21.3.17",NA
"glucose","CHEBI:5418","4.A.6.1.15",NA
"glucose","CHEBI:5418","2.A.1.1.52",NA
"glucose","CHEBI:5418","2.A.2.4.9",NA
"glucose","CHEBI:5418","2.A.1.1.19",NA
"glucose","CHEBI:5418","2.A.21.3.18",NA
"glucose","CHEBI:5418","2.A.1.1.18",NA
"glucose","CHEBI:5418","2.A.1.1.90",NA
"glucose","CHEBI:5418","2.A.1.19.49",NA
"glucose","CHEBI:5418","2.A.2.4.10",NA
"glucose","CHEBI:5418","2.A.1.1.84",NA
"glucose","CHEBI:5418","2.A.123.1.28",NA
"glucose","CHEBI:5418","2.A.1.68.1",NA
"glucosinolate","CHEBI:24279","2.A.28.2.1",NA
"glucosinolate","CHEBI:24279","2.A.17.3.20",NA
"glucosinolate","CHEBI:24279","3.A.1.205.9",NA
"glucosinolate","CHEBI:24279","3.A.1.205.18",NA
"glucosinolate","CHEBI:24279","2.A.1.13.27",NA
"glutathione conjugate","CHEBI:24335","3.A.1.208.6",NA
"glutathione conjugate","CHEBI:24335","3.A.1.208.18",NA
"glutathione conjugate","CHEBI:24335","3.A.1.208.5",NA
"glutathione conjugate","CHEBI:24335","3.A.1.208.17",NA
"glutathione conjugate","CHEBI:24335","3.A.1.208.15",NA
"glutathione conjugate","CHEBI:24335","3.A.1.208.20",NA
"glutathione conjugate","CHEBI:24335","2.A.67.1.4",NA
"glutathione conjugate","CHEBI:24335","3.A.1.208.8",NA
"glycerates","CHEBI:24347","2.A.122.2.4",NA
"glycerates","CHEBI:24347","2.A.122.2.6",NA
"glycerates","CHEBI:24347","2.A.122.2.2",NA
"glycerates","CHEBI:24347","2.A.122.2.5",NA
"glycerates","CHEBI:24347","2.A.1.14.14",NA
"glycerates","CHEBI:24347","2.A.122.2.3",NA
"glycerol 1-phosphodiester(1-)","CHEBI:77847","3.A.1.20.4",NA
"glycerolipid","CHEBI:35741","1.B.82.1.2",NA
"glycerolipid","CHEBI:35741","1.B.82.1.1",NA
"glycerophospholipid","CHEBI:37739","3.A.3.8.3",NA
"glyceryl group","CHEBI:24364","9.B.142.10.2",NA
"glycolipid","CHEBI:24393","9.B.417.1.1",NA
"glycolipid","CHEBI:5476","3.A.1.114.1",NA
"glycolipid","CHEBI:5476","1.B.17.2.10",NA
"glycolipid","CHEBI:5476","3.A.1.142.1",NA
"glycolipid","CHEBI:5476","1.B.14.16.8",NA
"glycopeptidolipid","CHEBI:59375","2.A.6.5.3",NA
"glycoprotein","CHEBI:17089","9.B.417.1.1",NA
"glycoprotein","CHEBI:5481","1.B.14.16.8",NA
"glycoside","CHEBI:24400","3.A.3.205.33",NA
"glycosphingolipid","CHEBI:24402","3.A.3.8.25",NA
"glycosphingolipid","CHEBI:24402","3.A.3.8.4",NA
"glycosyl group","CHEBI:24403","9.B.142.10.5",NA
"glycosyl group","CHEBI:24403","4.D.1.1.8",NA
"glycosyl group","CHEBI:24403","4.D.3.1.10",NA
"glycosyl group","CHEBI:24403","4.D.1.4.4",NA
"glycosyl group","CHEBI:24403","4.D.3.1.3",NA
"glycosyl group","CHEBI:24403","1.A.76.1.4",NA
"glycosyl group","CHEBI:24403","4.D.1.3.3",NA
"glycosyl group","CHEBI:24403","2.A.66.6.2",NA
"glycosyl group","CHEBI:24403","4.D.3.1.8",NA
"glycosyl group","CHEBI:24403","4.D.1.3.1",NA
"glycosyl group","CHEBI:24403","4.D.1.1.2",NA
"glycosyl group","CHEBI:24403","1.B.18.3.3",NA
"glycosyl group","CHEBI:24403","4.D.1.3.2",NA
"glycosyl group","CHEBI:24403","4.D.2.1.6",NA
"glycosyl group","CHEBI:24403","4.D.1.3.4",NA
"glycosylphosphatidylinositol","CHEBI:24410","9.A.19.1.1",NA
"halide anion","CHEBI:5605","2.A.29.3.1",NA
"heme","CHEBI:14386","1.B.14.11.1",NA
"heme","CHEBI:30413","3.A.1.107.4",NA
"heme","CHEBI:30413","3.A.1.107.1",NA
"hemoglobin","CHEBI:35143","1.B.14.11.1",NA
"hexose","CHEBI:18133","1.B.19.1.9",NA
"hexose","CHEBI:18133","2.A.123.1.27",NA
"hexose","CHEBI:18133","1.B.25.1.38",NA
"hexose","CHEBI:18133","2.A.123.1.9",NA
"hexose","CHEBI:5709","2.A.1.1.107",NA
"hexose","CHEBI:5709","2.A.1.1.60",NA
"hexose","CHEBI:5709","2.A.1.1.31",NA
"hexose","CHEBI:5709","2.A.1.1.21",NA
"hexose","CHEBI:5709","2.A.1.1.16",NA
"hexose","CHEBI:5709","2.A.1.1.64",NA
"hexose","CHEBI:5709","2.A.1.1.44",NA
"hexose","CHEBI:5709","2.A.1.1.105",NA
"hexose","CHEBI:5709","2.A.1.1.110",NA
"hexose","CHEBI:5709","4.A.6.1.12",NA
"hexose","CHEBI:5709","2.A.1.1.127",NA
"hexose","CHEBI:5709","2.A.1.1.22",NA
"hexose","CHEBI:5709","2.A.1.1.24",NA
"hexose","CHEBI:5709","2.A.1.1.5",NA
"hexose","CHEBI:5709","2.A.1.1.124",NA
"hexose","CHEBI:5709","2.A.1.1.14",NA
"hexose","CHEBI:5709","2.A.1.1.109",NA
"hexose phosphate","CHEBI:47878","2.A.1.4.4",NA
"hexose phosphate","CHEBI:47878","3.A.1.20.2",NA
"homopolysaccharide","CHEBI:37164","2.A.66.7.1",NA
"hopanoid","CHEBI:24620","2.A.6.7.8",NA
